Customer_ID,Customer_Name,Gender,Churn,Returns
3191,Christopher Downs,Male,0,0.0
21508,Katie Davis,Female,0,0.0
23448,Christopher Camacho,Female,0,1.0
3157,Adam Norman,Male,0,0.0
1787,Kayla Johnson,Female,0,0.0
15367,Gregory Ortega,Male,0,0.0
202,Lori Carter,Female,0,0.0
46686,Thomas Davis,Male,0,1.0
8064,William Mendoza,Female,0,0.0
31703,Brittany Sanchez,Female,0,0.0
4159,Brian Smith,Male,0,0.0
3133,Jill Johnston,Male,0,1.0
9234,Bradley Brown,Male,0,0.0
12402,Mrs. Donna Marshall PhD,Female,0,1.0
47156,Barbara Russell,Male,0,1.0
10068,Rachel Smith,Female,0,1.0
30870,James Hamilton,Male,0,1.0
25888,Alexander Crosby,Male,0,0.0
4013,Chase Johnson,Male,0,1.0
23297,Melissa Mitchell,Female,0,1.0
4485,David Black,Male,0,0.0
15948,Ashley Quinn,Female,1,0.0
37490,Jason Lopez,Male,0,0.0
2117,Jill Whitehead,Male,0,0.0
44693,Jennifer Porter,Female,1,0.0
20449,Justin Anderson,Female,0,1.0
37085,Jason Moore,Male,0,1.0
9799,Tiffany Lopez,Male,1,1.0
19763,Matthew Mcguire,Female,0,0.0
26144,Megan Bean,Female,1,0.0
26869,Erica Lindsey,Female,0,0.0
47996,Vincent Armstrong,Female,0,0.0
48246,Chelsea Thomas,Female,0,1.0
10822,Catherine Miller,Male,0,0.0
44177,Lauren Brown,Male,0,0.0
18806,Jeffrey Kent,Female,1,0.0
19422,Jordan Ramirez,Female,1,0.0
39263,Sarah Ward,Male,0,1.0
23846,Timothy Strong,Female,0,1.0
39318,Mary Gonzalez,Female,1,0.0
49166,Linda Chan,Male,1,0.0
25745,Carmen Day,Female,0,0.0
35500,Bryce Santiago,Female,1,0.0
43266,Scott Shaffer,Male,0,1.0
37534,Jacob Moss,Female,0,1.0
20174,Michael Barrera,Female,0,1.0
2015,Christopher Martinez,Female,0,1.0
16510,Tara Barker,Male,1,0.0
12563,Mary Mccarthy,Female,1,1.0
10872,Eugene Mcmillan,Male,0,0.0
49650,Andrea Keith,Female,0,0.0
11606,Charles Sanders,Male,0,0.0
30737,Nancy Mayer,Male,1,0.0
2161,John West,Male,0,1.0
41268,Katherine Burgess,Male,0,1.0
27374,Brett Cortez,Male,0,1.0
19326,Brian Paul,Male,0,1.0
38781,Michelle Ellis,Female,0,0.0
29630,Regina May,Female,0,0.0
42858,Kathleen Rodriguez,Female,0,0.0
3641,Matthew Barnes,Female,1,0.0
13757,Timothy Hawkins,Female,0,1.0
46392,Maria Jones,Female,0,0.0
36617,Taylor Kaufman,Male,0,1.0
6266,Brian Fox,Female,0,1.0
32947,Brian Reyes,Female,0,0.0
9348,Kristin Williams,Female,0,0.0
1938,Brian Wise,Male,0,0.0
31039,Michelle Gamble,Female,0,1.0
10772,Dr. Brandon Phelps,Female,0,1.0
31031,Leslie Miller,Female,0,0.0
1521,Misty Silva,Male,0,0.0
5645,Julie Cruz,Female,0,1.0
44311,Lauren Torres,Female,1,0.0
43560,Jessica Wallace,Male,0,1.0
19008,Katelyn Johnson,Female,0,1.0
32864,Angela Miller MD,Female,1,0.0
17636,William Moore,Male,0,0.0
22119,Mary Walker,Male,0,1.0
4491,Derrick Jackson,Male,0,1.0
33090,Melissa Miller,Male,0,0.0
764,Sharon Mitchell,Female,0,0.0
28278,Tiffany Fuentes,Female,0,1.0
42982,Teresa Bentley,Male,0,1.0
48212,Mr. Michael Griffin,Male,0,0.0
31117,James Williams DDS,Female,0,0.0
16443,William Edwards,Male,0,0.0
7256,Andrew Griffith,Female,0,1.0
15596,Felicia Vega,Male,0,0.0
7014,Jacob Taylor,Female,0,1.0
1743,Jennifer Shaw,Female,0,0.0
12576,Kaylee Dougherty,Female,0,0.0
23222,Sonya Hobbs,Male,1,0.0
48048,Sandra Weber,Male,1,0.0
31959,Darlene Miller,Female,0,0.0
43887,Amy Gilmore,Male,0,0.0
33768,Mary Lewis,Male,0,0.0
28125,John Davila,Female,0,1.0
44790,Kendra Hubbard,Female,0,0.0
34343,Michael Garza,Female,0,0.0
30718,Randy Moore,Male,0,0.0
36369,Mark Walker,Male,0,0.0
36369,Mark Walker,Male,0,1.0
12542,Heather Smith,Male,1,1.0
3919,Danielle Walker,Male,0,1.0
20991,Mrs. Kendra Lewis,Female,1,1.0
33118,Lauren Larson,Male,0,1.0
7175,Andrea Brewer,Female,0,0.0
32249,Pamela Griffin,Male,0,0.0
33941,Olivia Perez,Male,1,1.0
35466,Jillian Briggs,Female,0,0.0
20891,Ryan Hart,Female,1,1.0
27086,Andrew Johnson,Male,1,0.0
30985,Carl Campbell,Female,1,1.0
10543,Isaiah Jimenez,Male,0,1.0
45713,Sara Hull,Female,0,0.0
7607,Jacob Lara,Male,0,0.0
47608,Michael Miller,Female,1,1.0
15162,Anthony Parks,Male,0,0.0
32227,Melanie Valencia,Male,0,0.0
676,Jonathan Sullivan,Female,0,0.0
32143,Virginia Sparks,Male,0,1.0
11662,Benjamin Rogers,Male,0,1.0
17265,Stacy Walters,Male,0,1.0
24152,Tiffany Odonnell,Female,0,0.0
8051,Rebecca Gray,Female,1,0.0
34979,Mr. Clinton Garcia,Male,0,0.0
48990,John Mercer,Female,0,1.0
11574,Stephanie Mason,Male,0,0.0
14265,David Underwood,Female,0,1.0
16293,Kelly Hancock,Female,0,1.0
43350,Kimberly Jimenez,Female,0,0.0
21197,James Smith,Male,0,0.0
41703,Michael Byrd,Female,0,1.0
31407,Timothy Gomez,Female,0,0.0
20713,Carla Fields,Female,1,0.0
5587,Whitney Becker,Female,0,1.0
28679,Chase Casey,Female,0,0.0
7747,Shirley Morris,Female,0,0.0
42566,Jeremy Sosa,Female,1,0.0
23182,Michael Wright,Female,0,1.0
18664,Steven Washington,Female,0,1.0
24778,Garrett Robinson,Male,1,0.0
9568,Gregory Allen,Female,0,0.0
36150,Kimberly Phillips,Female,0,0.0
31314,Jacqueline Summers,Male,1,0.0
38691,Heidi Gordon,Male,0,0.0
40099,Samantha Yoder,Female,0,0.0
33684,Bruce Stewart,Male,1,0.0
12320,James Silva,Male,0,0.0
24589,Austin Padilla,Male,0,1.0
27862,Jillian Watts,Male,0,1.0
6214,Jennifer Perez,Male,0,0.0
25894,Kimberly Vega,Female,0,0.0
42693,Mark Baker,Female,1,0.0
46555,Jonathan Mcclure,Male,0,1.0
22860,Randy Pierce,Male,0,0.0
33619,Brian Martin,Female,0,1.0
18306,Megan Ibarra,Female,1,0.0
35880,Mary Washington,Female,0,1.0
20122,Kristen Frederick,Female,0,0.0
49946,Keith Ryan,Male,0,0.0
17278,Sandy Wright,Male,1,0.0
12029,Sarah Braun,Female,0,0.0
45149,Jennifer Woods,Female,0,0.0
42044,Sarah Thompson,Female,1,1.0
13904,Wesley Ellis,Female,0,0.0
8906,Penny Miller,Male,0,0.0
5057,Hannah Kim,Male,0,0.0
47910,Robert Foster,Male,0,0.0
34033,Cheyenne Hicks,Female,1,1.0
47680,Darryl Mejia,Female,1,1.0
20840,Zachary Wallace,Male,1,0.0
44097,Melissa Walker,Female,0,1.0
18213,Cody Brown,Female,0,0.0
24025,Amanda Ellison,Female,0,1.0
4089,Sarah Williams,Male,0,0.0
6328,Cassandra Hernandez,Female,0,0.0
26588,Nicolas Mcfarland,Female,0,0.0
32625,Dr. Brian Lee,Female,0,0.0
28102,Norma Davis,Female,0,0.0
26901,Ashley Davis,Male,0,0.0
37128,David Sanchez,Male,0,0.0
36326,Bridget Lindsey,Female,0,1.0
17090,Amy Murphy,Male,0,0.0
41860,George Ritter,Male,0,0.0
32965,Danielle Reed,Male,0,0.0
41864,Rebecca Bradley,Male,0,0.0
36973,Christine Martinez,Male,0,0.0
14360,Kyle James,Female,0,0.0
44605,John Rivera,Female,0,0.0
21554,Brian Gonzalez,Female,0,1.0
40752,Jeffrey Martinez,Female,1,0.0
14378,Joshua Perkins,Female,0,1.0
1016,Jesse Fields,Female,0,0.0
25435,Mark Chen,Female,0,0.0
26557,Calvin Clark,Female,0,1.0
38098,Mercedes Summers,Female,0,0.0
45259,Alexandria Miller,Female,1,1.0
7339,Jill Smith,Male,0,1.0
20818,Laurie Long,Female,1,1.0
6855,Christopher Johnson,Male,0,1.0
38645,Beth Jenkins,Male,0,1.0
26940,Elizabeth Powers,Male,1,0.0
47157,James Miller,Male,1,0.0
47559,Michaela Hodge,Male,0,0.0
10913,Laura Brown,Female,1,0.0
11742,Megan Dyer,Male,0,1.0
43568,Tina Taylor,Female,0,0.0
35322,Sarah Harrell,Male,1,1.0
25486,Zachary Le,Female,0,0.0
20380,Jacqueline Murray,Male,1,1.0
34704,Antonio Martinez,Male,0,0.0
49473,Stephanie Taylor,Male,0,0.0
21667,Kenneth Rogers,Male,0,1.0
38199,Heather Davidson,Female,0,0.0
31299,Keith Smith,Female,0,0.0
10397,Randall Yates,Male,0,1.0
23296,Miguel Fry,Female,0,0.0
34295,David Johnson,Male,1,1.0
33212,Heather Watson,Male,0,0.0
35104,Ian Kemp,Female,1,1.0
35712,James Mcclure,Male,0,0.0
8186,John Maxwell,Male,0,0.0
41318,Amy Krause,Female,0,0.0
19391,Jessica Clarke,Male,1,0.0
44277,Lisa Robinson,Female,0,1.0
21741,Dawn Arroyo,Female,0,1.0
15761,Stacy Morrison,Male,0,0.0
20180,Gerald English,Female,0,1.0
20273,Meghan Johnson,Female,0,0.0
8653,Aaron Wilkerson,Female,0,0.0
20313,Daniel Campbell,Male,0,0.0
31921,Sean Decker,Female,1,1.0
10525,Erik Greene,Male,1,0.0
48677,Jamie Harris,Female,0,0.0
20150,Amy Mcdaniel DDS,Male,0,0.0
44659,Mary Lane,Male,1,0.0
20742,Vicki Durham,Female,0,1.0
32341,Laura Mcdonald,Female,1,0.0
28131,Andrea Zimmerman,Female,0,1.0
37824,Andrew Estrada,Male,1,0.0
12205,Richard Stewart,Female,0,0.0
23997,Dr. Dana Garcia,Male,0,0.0
26750,Cindy Williams,Male,0,1.0
34491,Bianca Diaz,Male,1,0.0
38918,Tammy Reynolds,Female,1,0.0
18079,Catherine Rivera,Female,0,1.0
39279,Joseph Gonzales,Male,0,1.0
45418,Latoya Brown,Female,0,0.0
43000,Cole Watts,Female,0,0.0
19148,Christy Drake,Female,0,1.0
21922,Robert Shepard,Male,0,1.0
17947,John Decker,Male,0,0.0
9679,Allison Fisher,Female,0,1.0
1650,Gwendolyn Welch,Male,0,0.0
36945,Mrs. Kaitlyn Conway,Male,0,1.0
14705,Laura Ramos,Male,0,0.0
21556,David Conrad,Male,0,0.0
27861,Peter Murillo,Male,0,0.0
29857,Daniel Morrow,Female,0,1.0
45782,Danielle Downs,Male,0,1.0
27365,Russell Brown,Male,0,0.0
13860,Jennifer Hood,Female,1,0.0
29271,Dawn Walton,Male,0,1.0
25372,Monica Byrd,Female,0,1.0
27905,Matthew Finley,Female,0,0.0
46352,Thomas Moore,Male,0,0.0
49352,Jacqueline Robbins,Male,0,0.0
22106,Courtney Santos,Male,0,1.0
26900,Michael Taylor,Female,0,0.0
21066,Charles Wright,Male,0,0.0
20636,Bradley Kline,Female,0,0.0
18993,Charles Lewis,Male,0,1.0
12396,Lisa Walsh,Male,1,1.0
5847,Alicia Wilkins,Female,0,1.0
17506,Eric Wood,Male,0,1.0
44947,Jacqueline Goodwin,Female,1,1.0
46838,Devon Scott,Male,0,1.0
12322,Andrea Dunlap,Female,1,0.0
12353,Holly Avila,Female,0,0.0
45315,Michelle Frazier,Male,0,0.0
44966,Tina Elliott,Female,1,1.0
39670,David May,Male,0,1.0
10160,Makayla Gray,Female,0,0.0
27889,James Hunter,Female,0,0.0
32396,John Clark,Male,0,1.0
12932,Victoria Thomas,Female,0,1.0
8336,Daniel Peterson,Female,0,0.0
30435,Erin Guerrero,Male,1,1.0
4200,Kristen Bennett,Male,0,1.0
19159,Miss Melissa Dean,Male,1,1.0
37886,Joshua Miller,Male,0,0.0
33961,Ashley Henry,Female,1,1.0
48587,Lacey Chambers,Male,1,0.0
223,Cody Rosales,Female,0,0.0
40182,Michelle Nunez,Male,0,1.0
4881,John Thomas,Male,1,0.0
34525,Roger Baker,Female,0,0.0
12055,David Moyer,Female,0,0.0
40864,Meagan West,Female,0,1.0
32929,Jacqueline Lewis,Female,0,0.0
12711,Sydney Neal,Female,1,1.0
23444,Thomas Moore,Male,0,0.0
18713,Ashley York,Male,0,1.0
3190,Dr. Danielle Romero,Female,0,1.0
8142,Kelly Ramirez,Male,0,0.0
46230,Zoe Walker,Female,0,1.0
18409,Carrie Summers,Male,0,0.0
14025,Melissa Shah,Female,0,0.0
934,George Miller,Female,0,0.0
28262,Ricky Huynh,Male,1,1.0
3909,Deborah Ashley,Female,0,0.0
25470,Kristopher Everett,Male,1,0.0
7769,Angela Shaffer,Male,1,0.0
32334,Sara Summers,Male,0,0.0
36873,Jessica Bailey,Female,0,0.0
32065,Sarah Stafford,Male,0,0.0
36786,Michael Nguyen,Male,0,0.0
39697,Mary Montgomery,Female,0,1.0
39283,Roger Marshall,Male,0,0.0
40566,Rose Walker,Female,0,1.0
11915,Julie Rhodes,Male,0,0.0
10909,Wendy Wright,Female,0,1.0
1035,Bruce Leach,Female,0,1.0
6938,Jackie Fuller,Male,0,0.0
8540,David Koch,Male,0,0.0
6839,Evan Yang,Female,0,1.0
6650,Nancy Davis,Male,0,0.0
4700,Curtis Hansen,Male,1,1.0
17361,Deanna Perez,Male,0,0.0
23573,Matthew Allen,Female,0,0.0
44521,Alex Simmons,Female,0,0.0
38629,Michael Crawford,Female,0,0.0
35725,Christina May,Female,0,0.0
47283,Jo Johnson,Male,0,0.0
27391,Pamela Harris,Male,0,0.0
1021,Morgan Hernandez,Male,0,1.0
34578,Cheyenne Montes,Female,1,1.0
32824,Nicole Sanchez,Male,0,0.0
22569,Stacey Kim,Female,0,0.0
11355,Norman House,Male,0,0.0
47877,Kristina Mcgee,Male,0,1.0
34090,Anthony Strickland,Female,0,0.0
41020,Courtney Potter,Female,0,1.0
12773,Matthew Dickerson,Female,0,1.0
40404,Taylor Lawson,Female,0,0.0
41384,Regina Watts,Female,0,0.0
37933,Karen Jones MD,Male,0,0.0
13690,Tammy Guerrero,Male,1,0.0
19740,Eddie Brown,Male,1,0.0
19225,Kathleen Montgomery,Female,0,0.0
41786,Adam Peterson,Male,0,1.0
33728,Jason Myers,Female,1,1.0
10764,Thomas Reyes,Female,1,0.0
10303,Thomas Webster,Female,0,1.0
27173,Chad Padilla,Male,1,0.0
17291,John Kennedy,Male,0,0.0
30316,Amber Bishop,Male,1,0.0
2631,Alexander Houston,Male,0,0.0
15825,Tammy Robinson,Female,0,0.0
20193,Dean Fuller,Male,0,0.0
45959,Randy Mitchell,Female,0,0.0
16530,Denise Tate,Male,0,0.0
37467,Kim Mueller,Female,0,0.0
34605,Robin Hall,Female,1,0.0
33770,Donald Rodriguez,Female,0,1.0
35460,Michael Carroll,Male,0,0.0
8672,Jonathan Hoffman,Male,0,0.0
25233,Bryce Burke,Female,0,0.0
7328,Noah Todd,Male,1,0.0
34716,John Howard,Female,0,0.0
9538,Megan Roy,Female,0,0.0
7608,Michael Hogan,Male,1,0.0
30875,Andrew Roman,Female,0,0.0
13522,Kristen Henderson,Female,0,1.0
38710,Ruth Fitzgerald,Female,0,0.0
10901,Kenneth Davis,Female,0,1.0
41572,Toni Lopez,Female,0,0.0
3259,Austin Brown,Female,0,0.0
16003,Laura Meyer,Male,1,1.0
30266,David Smith,Male,1,1.0
11947,Melanie Lutz,Male,0,0.0
10933,Sarah Cannon,Female,0,1.0
24054,Adam Dawson,Male,0,0.0
44937,Jillian Martin,Male,0,1.0
26851,Nancy Johnson,Male,0,1.0
39516,Timothy Thomas,Male,0,0.0
3515,Barbara Clark,Female,0,0.0
20289,Cody Haynes,Male,0,0.0
25586,Alan Miles,Female,0,0.0
22169,Mr. Bryan Lamb,Male,0,0.0
43988,Michael Ruiz,Female,0,1.0
13452,Jorge Hickman,Female,0,0.0
46835,Steven Hall,Male,0,1.0
6965,Amber Ortiz,Male,0,1.0
40827,Jennifer Camacho,Male,0,0.0
46501,Shelley Harris,Male,1,1.0
22574,Rebecca Massey,Female,0,0.0
46126,Jaime Trujillo,Male,0,0.0
6910,Christina Williams,Male,0,1.0
26753,Jennifer Lewis,Female,0,1.0
4571,Jordan Riley,Male,0,1.0
5702,Connor Wilcox,Female,0,0.0
47953,Paul Watts,Male,0,0.0
27631,Daniel Austin,Male,0,0.0
12945,Michelle Wright,Female,0,1.0
18430,Justin Miller,Male,1,0.0
1156,Jennifer Greene,Female,0,1.0
32188,Kimberly Hunt,Male,0,1.0
31052,Jonathan Alexander,Male,1,1.0
39175,Joyce Torres,Male,0,1.0
24287,Mark Norris,Female,0,1.0
19703,Dominic Smith,Female,0,0.0
30896,Eric Gonzalez DDS,Male,0,1.0
1293,Deborah Davis,Male,0,1.0
48935,Taylor Medina,Male,0,0.0
7244,Haley Yang,Female,0,0.0
24494,Joshua Liu,Female,0,1.0
14872,David Steele,Male,1,0.0
46562,Brianna Jones,Female,1,0.0
7459,Michael Rodriguez,Female,0,0.0
12819,Sarah Dixon,Male,1,0.0
46028,Linda Wilson,Female,1,0.0
11278,Diamond Griffin,Male,0,1.0
13138,Jonathan Hughes,Female,0,0.0
18158,Dawn Becker,Female,0,0.0
1143,Julie Hall,Female,0,1.0
33115,Michelle Beck,Male,0,0.0
40364,Annette Lewis,Male,0,0.0
44307,Jennifer Dixon,Female,1,0.0
18605,Brittany Jones,Female,0,0.0
393,Brandon Cross,Male,0,0.0
22069,Richard Johnston,Female,1,1.0
40336,Teresa Romero,Male,0,0.0
27576,Michael Monroe,Female,0,0.0
23236,Tiffany Garrett,Female,0,0.0
2164,James Tanner,Female,1,1.0
17577,Miss Hannah Floyd,Female,1,0.0
16438,Brandon Burton,Male,0,1.0
36765,Jennifer Washington,Female,0,0.0
22893,Curtis Medina,Male,0,1.0
13738,Lauren Johnson,Female,0,1.0
44961,Larry Nichols,Female,1,0.0
33993,Heather Sanders,Male,0,1.0
45720,Jason Rodriguez,Female,0,1.0
42265,Julie Kelley,Male,0,0.0
38472,Christopher Sanders,Female,0,0.0
46750,Kevin Garrett,Male,0,1.0
48833,Joseph Lane,Male,0,0.0
40480,Tiffany Ritter,Female,0,0.0
6366,Kyle Weaver,Female,1,1.0
5475,Mr. Douglas Hernandez,Male,0,1.0
10130,Jared Tucker,Female,1,0.0
25516,Miss Danielle Huffman,Male,0,1.0
20586,Haley Howard,Female,0,1.0
24337,Bonnie Wells,Male,0,0.0
43739,Richard Schroeder,Female,0,0.0
35771,Alexander Rodriguez PhD,Female,0,0.0
12701,Jennifer Larson,Male,0,1.0
9150,Cameron Miller,Male,0,0.0
49201,Erin Mullins,Male,0,1.0
2711,Brian Howard,Female,0,0.0
40387,Ashley Anderson,Male,0,0.0
46221,Heidi Romero,Female,0,1.0
35374,Bernard Nunez,Female,0,1.0
23019,Carol Mason,Female,0,0.0
44626,Rodney Sloan,Female,0,1.0
27884,Sheila Shelton,Female,0,0.0
12076,Michael Weber,Female,0,1.0
31642,Brittany Howard,Male,0,1.0
15955,John Wilkinson,Female,0,1.0
45060,Johnny Taylor,Male,0,1.0
35233,Robert Brown,Male,0,0.0
6724,John Atkins,Female,0,1.0
34218,Ryan Ellison,Female,0,1.0
20417,Virginia Cardenas,Female,0,0.0
43561,Jessica Fowler,Female,1,1.0
35741,Tiffany Ibarra,Female,0,1.0
45099,Chad Ellis,Male,0,1.0
33610,Kristie Hall,Male,0,0.0
45780,Matthew Perez,Male,0,1.0
26501,Lisa Hays,Female,0,0.0
8158,Jamie Barnes,Male,1,1.0
1687,Michael Smith,Female,0,0.0
5712,Denise Brooks,Female,0,0.0
16903,Michael Russell,Female,0,0.0
39347,Robert Henderson,Female,0,1.0
